Date,Open,High,Low,Close,Volume,Adj Close
6/2/2016,152.589996,153.5,152.119995,153.5,2642600,152.185628
6/1/2016,153,153.270004,151.539993,152.509995,2663400,151.2041
5/31/2016,152.559998,153.809998,152.270004,153.740005,5836600,152.423578
5/27/2016,152.350006,152.929993,152.149994,152.839996,2457100,151.531276
5/26/2016,151.550003,152.509995,151.050003,152.440002,3062900,151.134707
5/25/2016,148.929993,152.089996,148.5,151.690002,4355300,150.391129
5/24/2016,146.880005,148.75,146.880005,148.309998,2929300,147.040066
5/23/2016,147.610001,147.949997,146.660004,146.770004,2103800,145.513259
5/20/2016,145.710007,147.509995,145.550003,147.25,3671500,145.989145
5/19/2016,146.479996,146.929993,143.960007,144.929993,3685600,143.689003
5/18/2016,147.990005,148.520004,146.360001,147.339996,2491100,146.07837
5/17/2016,149.210007,149.5,147.289993,148,3490600,146.732723
5/16/2016,147.649994,149.990005,147.440002,149.460007,3069100,148.180228
5/13/2016,148.789993,149.860001,147.419998,147.720001,2398000,146.455122
5/12/2016,149.210007,149.389999,147.110001,148.839996,3249200,147.565526
5/11/2016,149.710007,151.089996,148.740005,148.949997,3093000,147.674585
5/10/2016,148.240005,150.039993,147.740005,149.970001,3992700,148.685855
5/9/2016,147.699997,148.199997,147.009995,147.339996,4302400,146.07837
5/6/2016,144.860001,147.970001,144.470001,147.289993,4895800,146.028796
5/5/2016,145.949997,147.300003,145.449997,146.470001,6501200,143.827813
5/4/2016,143.360001,145,143.309998,144.25,2577100,141.647859
5/3/2016,144.649994,144.899994,142.899994,144.130005,3584300,141.530028
5/2/2016,146.559998,147,144.429993,145.270004,3502400,142.649463
4/29/2016,146.490005,147.339996,144.190002,145.940002,4225800,143.307375
4/28/2016,149.75,150.179993,146.729996,147.070007,3791500,144.416996
4/27/2016,149.350006,150.779999,148.970001,150.470001,3111200,147.755657
4/26/2016,148.649994,149.789993,147.899994,149.080002,2979800,146.390732
4/25/2016,148.160004,148.899994,147.110001,148.809998,2848900,146.125598
4/22/2016,149.440002,151,147.5,148.5,5191900,145.821193
4/21/2016,146.580002,150.119995,146.460007,149.300003,6017700,146.606764
4/20/2016,144.240005,147.199997,144,146.110001,6754300,143.474307
4/19/2016,146.470001,146.949997,142.610001,144,13190200,141.402369
4/18/2016,151.720001,153.139999,151.490005,152.529999,6581700,149.778494
4/15/2016,151.039993,152.100006,150.960007,151.720001,3657600,148.983108
4/14/2016,151.5,152.759995,150.380005,151.160004,3176500,148.433212
4/13/2016,150.75,151.229996,149.630005,151.229996,3168400,148.501942
4/12/2016,149.610001,150.110001,148.580002,149.630005,3595800,146.930813
4/11/2016,150.259995,151.949997,149.220001,149.25,3846100,146.557663
4/8/2016,149.059998,149.990005,148.119995,149.350006,3293800,146.655865
4/7/2016,149.070007,149.600006,148,148.25,3663000,145.575702
4/6/2016,149.899994,150.149994,147.809998,150.020004,4194600,147.313777
4/5/2016,151.429993,151.600006,149.649994,150,3337000,147.294134
4/4/2016,152.339996,153.520004,151.910004,152.070007,3931200,149.3268
4/1/2016,150.509995,152.960007,150.25,152.520004,3925500,149.76868
3/31/2016,149.789993,153.100006,149.360001,151.449997,6780600,148.717974
3/30/2016,149.949997,150.410004,148.320007,148.410004,3331200,145.73282
3/29/2016,147.589996,149.759995,147.5,149.330002,3138500,146.636222
3/28/2016,147.75,148.649994,147.229996,148.399994,3265100,145.72299
3/24/2016,144.979996,148.220001,144.490005,147.949997,5044500,145.281111
3/23/2016,148,148.029999,145.130005,145.399994,4764200,142.777108
3/22/2016,148.059998,149.279999,147.839996,148.100006,4081900,145.428414
3/21/2016,147.300003,148.710007,146.720001,148.630005,3721600,145.948852
3/18/2016,147.399994,147.509995,145.509995,147.089996,12089700,144.436624
3/17/2016,144.779999,147.320007,144.449997,147.039993,5821600,144.387523
3/16/2016,142.619995,144.880005,142.110001,144.789993,4221900,142.178111
3/15/2016,141.740005,143.330002,141.539993,142.960007,3707500,140.381136
3/14/2016,142.009995,143.190002,141.039993,142.779999,4048800,140.204375
3/11/2016,141.729996,142.919998,140.509995,142.360001,4421900,139.791953
3/10/2016,141.240005,141.470001,138.089996,140.190002,4020600,137.6611
3/9/2016,139.309998,142.169998,139.229996,140.410004,4406500,137.877133
3/8/2016,139.710007,140.350006,137.419998,139.070007,5579100,136.561309
3/7/2016,137.279999,140.509995,136.869995,140.149994,5171000,137.621813
3/4/2016,137.539993,139.419998,137.020004,137.800003,3968400,135.314214
3/3/2016,137.220001,137.960007,136.070007,137.800003,5156400,135.314214
3/2/2016,133.699997,137.440002,133.220001,136.300003,5217200,133.841273
3/1/2016,132.240005,134.639999,132.029999,134.369995,3788500,131.94608
2/29/2016,132,133.360001,130.899994,131.029999,4428000,128.666335
2/26/2016,134.509995,134.919998,131.949997,132.029999,4386200,129.648295
2/25/2016,133.289993,134.509995,130.880005,134.5,4358300,132.07374
2/24/2016,131.550003,133.490005,129.679993,132.800003,4122600,130.40441
2/23/2016,133.139999,133.410004,132.009995,132.399994,3439700,130.011616
2/22/2016,133.080002,134.309998,132.410004,133.770004,4457400,131.356913
2/19/2016,132.360001,133.649994,130.839996,133.080002,5125300,130.679357
2/18/2016,130,134,129.75,132.449997,9951600,130.060717
2/17/2016,123.709999,126.57,123.25,126.099998,4821000,123.825267
2/16/2016,121.830002,123.089996,121.339996,122.739998,4061400,120.525878
2/12/2016,119.260002,121.050003,118.349998,121.040001,4936500,118.856547
2/11/2016,118.779999,119.660004,116.900002,117.849998,7307600,115.72409
2/10/2016,125,125.290001,119.839996,120.190002,6469100,118.021882
2/9/2016,126.120003,126.93,123.769997,124.07,5957200,121.831888
2/8/2016,126,127.510002,124.129997,126.980003,7364000,124.689397
2/5/2016,127.220001,128.639999,125.849998,128.570007,7177700,124.97417
2/4/2016,125.080002,128.5,125,127.650002,5266500,124.079895
2/3/2016,123.989998,125.449997,122.290001,124.720001,6223500,121.231841
2/2/2016,123.669998,124.139999,122.639999,122.940002,3287300,119.501625
2/1/2016,124.400002,125.290001,123.709999,124.830002,3574900,121.338765
1/29/2016,123.279999,124.790001,122.959999,124.790001,8248100,121.299883
1/28/2016,121.260002,122.830002,121.010002,122.220001,3942500,118.801761
1/27/2016,122.730003,123.370003,120.650002,120.959999,5026400,117.576998
1/26/2016,122.25,123.610001,122.239998,122.589996,4617800,119.161408
1/25/2016,122.099998,124.230003,121.639999,122.080002,5446000,118.665677
1/22/2016,124.669998,124.739998,121.769997,122.5,9238400,119.073929
1/21/2016,121.300003,125.099998,120.580002,122.910004,8851600,119.472465
1/20/2016,118.459999,123.989998,118,121.860001,16157800,118.451829
1/19/2016,130.110001,132.100006,128.059998,128.110001,9979600,124.527029
1/15/2016,130.009995,130.880005,128.869995,130.029999,9008500,126.393329
1/14/2016,131.929993,133.789993,131.220001,132.910004,5709600,129.192786
1/13/2016,133.5,134.279999,131.100006,131.169998,4700100,127.501445
1/12/2016,133.649994,133.779999,131.130005,132.899994,5078700,129.183056
1/11/2016,131.809998,133.820007,131.759995,133.229996,4974400,129.503829
1/8/2016,133.179993,133.820007,131.320007,131.630005,4762700,127.948586
1/7/2016,133.699997,135.020004,132.429993,132.860001,7025800,129.144181
1/6/2016,134.380005,135.580002,133.619995,135.169998,4310900,131.389573
1/5/2016,136.759995,136.889999,134.850006,135.850006,3924800,132.050563
1/4/2016,135.600006,135.970001,134.240005,135.949997,5229400,132.147757
12/31/2015,139.070007,139.100006,137.570007,137.619995,3462100,133.771049
12/30/2015,139.580002,140.440002,139.220001,139.339996,2989400,135.442945
12/29/2015,138.25,140.059998,138.199997,139.779999,3943700,135.870642
12/28/2015,137.740005,138.039993,136.539993,137.610001,3143400,133.761334
12/24/2015,138.429993,138.880005,138.110001,138.25,1495200,134.383434
12/23/2015,138.300003,139.309998,138.110001,138.539993,5164900,134.665316
12/22/2015,135.880005,138.190002,135.649994,137.929993,4263800,134.072376
12/21/2015,135.830002,135.830002,134.020004,135.5,5617500,131.710346
12/18/2015,136.410004,136.960007,134.270004,134.899994,10026100,131.12712
12/17/2015,139.350006,139.5,136.309998,136.75,4089500,132.925386
12/16/2015,139.119995,139.649994,137.789993,139.289993,4345500,135.394341
12/15/2015,137.399994,138.970001,137.279999,137.789993,4207900,133.936292
12/14/2015,135.309998,136.139999,134.020004,135.929993,5143800,132.128312
12/11/2015,135.229996,135.440002,133.910004,134.570007,5333800,130.806363
12/10/2015,137.029999,137.850006,135.720001,136.779999,4222300,132.954545
12/9/2015,137.380005,139.839996,136.229996,136.610001,4615000,132.789302
12/8/2015,138.279999,139.059998,137.529999,138.050003,3905200,134.18903
12/7/2015,140.160004,140.410004,138.809998,139.550003,3279400,135.647078
12/4/2015,138.089996,141.020004,137.990005,140.429993,4571600,136.502456
12/3/2015,140.100006,140.729996,138.190002,138.919998,5909600,135.034693
12/2/2015,140.929993,141.210007,139.5,139.699997,3725400,135.792877
12/1/2015,139.580002,141.399994,139.580002,141.279999,4195100,137.32869
11/30/2015,138.610001,139.899994,138.520004,139.419998,4545600,135.520709
11/27/2015,138,138.809998,137.210007,138.460007,1415800,134.587567
11/25/2015,138.369995,138.429993,137.380005,138,3238200,134.140426
11/24/2015,137.649994,139.339996,137.309998,138.600006,3407700,134.723651
11/23/2015,138.529999,138.869995,137.119995,138.460007,5137900,134.587567
11/20/2015,137.369995,138.919998,137.25,138.5,5176400,134.626442
11/19/2015,136.210007,137.740005,136.009995,136.740005,4753600,132.915671
11/18/2015,134.789993,135.910004,134.259995,135.820007,4149200,132.021403
11/17/2015,134.220001,134.820007,133.309998,133.820007,2815100,130.077339
11/16/2015,131.789993,134.089996,131.789993,133.710007,4190800,129.970415
11/13/2015,132.949997,133,131.649994,131.75,4613800,128.065225
11/12/2015,134.699997,134.699997,133.009995,133.039993,4701400,129.31914
11/11/2015,136.089996,136.199997,134.5,135.020004,3164800,131.243774
11/10/2015,135.360001,135.740005,134.119995,135.470001,4520800,131.681186
11/9/2015,137.919998,138.080002,134.880005,135.309998,8075600,131.525657
11/6/2015,138.600006,139.550003,137.869995,138.25,4744900,134.383434
11/5/2015,141.610001,142.380005,139.630005,139.889999,5096900,134.713919
11/4/2015,142.550003,142.649994,141.300003,141.630005,3516900,136.389543
11/3/2015,140.020004,142.800003,139.899994,141.880005,4349400,136.630292
11/2/2015,140.5,140.520004,139.570007,140.369995,3822200,135.176155
10/30/2015,140.440002,141.330002,139.899994,140.080002,3984000,134.896891
10/29/2015,140.360001,140.820007,139.020004,140.550003,3710400,135.349502
10/28/2015,137.919998,141.229996,137.5,140.830002,8511400,135.619141
10/27/2015,143.509995,143.830002,137.330002,137.860001,15008500,132.759033
10/26/2015,144.75,145,143.210007,143.660004,3489400,138.344429
10/23/2015,144.610001,145.490005,143.699997,144.679993,5370400,139.326678
10/22/2015,141.740005,145.070007,141.619995,144.089996,5583200,138.758512
10/21/2015,140.25,142.660004,139.300003,140.919998,6990600,135.705807
10/20/2015,142.490005,142.880005,140.270004,140.639999,16025600,135.436168
10/19/2015,149.850006,149.970001,148.380005,149.220001,7954700,143.698701
10/16/2015,150.449997,151.199997,149.259995,150.389999,3454000,144.825408
10/15/2015,150.910004,151.240005,148.580002,150.089996,3476200,144.536505
10/14/2015,149.600006,150.649994,149.020004,150.009995,3353000,144.459464
10/13/2015,150.779999,150.779999,149.179993,149.619995,3915700,144.083895
10/12/2015,152.399994,152.580002,150.850006,151.139999,3227600,145.547657
10/9/2015,152.460007,153.149994,151.270004,152.389999,3531100,146.751406
10/8/2015,149.690002,153.020004,149.289993,152.279999,4794400,146.645475
10/7/2015,150.039993,150.729996,148.860001,150.089996,2980800,144.536505
10/6/2015,149.059998,150.149994,148.490005,148.779999,3018100,143.274979
10/5/2015,145.820007,149.889999,145.820007,149.039993,5131800,143.525354
10/2/2015,141.050003,144.589996,140.559998,144.580002,3054400,139.230387
10/1/2015,145.309998,145.669998,141.589996,143.589996,3880900,138.277012
9/30/2015,143.690002,145.710007,143.660004,144.970001,3946200,139.605956
9/29/2015,141.990005,142.660004,141.149994,142.470001,4763500,137.198458
9/28/2015,144.419998,145.380005,142.470001,142.520004,4317300,137.246611
9/25/2015,145.550003,146.270004,144.529999,145.419998,3474400,140.039302
9/24/2015,142.600006,145.070007,141.949997,144.410004,3280300,139.066679
9/23/2015,144.210007,144.570007,142.75,143.660004,2674200,138.344429
9/22/2015,144.619995,145.059998,143.770004,144.429993,3564100,139.085928
9/21/2015,145.389999,146.979996,144.919998,146.479996,3825000,141.060079
9/18/2015,146.050003,146.389999,143.979996,144.509995,7975800,139.16297
9/17/2015,148.100006,149.679993,147.300003,148.139999,4003000,142.65866
9/16/2015,147.839996,148.889999,147.539993,148.410004,2799200,142.918674
9/15/2015,146.600006,147.929993,145.759995,147.529999,2717100,142.07123
9/14/2015,147.369995,147.369995,145.410004,145.649994,3226700,140.260788
9/11/2015,145.910004,147.5,145.669998,147.369995,3115100,141.917147
9/10/2015,145.850006,147.160004,144.509995,146.199997,3461700,140.79044
9/9/2015,148.740005,149.039993,144.850006,145.050003,3407800,139.682997
9/8/2015,145.860001,147.339996,145.660004,147.229996,3933300,141.782328
9/4/2015,144.570007,145.399994,143.320007,143.699997,4201100,138.382943
9/3/2015,146.050003,148.029999,145.770004,146.779999,3603500,141.348981
9/2/2015,144.740005,145.080002,143.179993,145.050003,4252000,139.682997
9/1/2015,144.910004,144.979996,141.850006,142.679993,5272000,137.40068
8/31/2015,147.380005,148.399994,146.259995,147.889999,4093100,142.417911
8/28/2015,147.75,148.199997,147.179993,147.979996,4076300,142.504577
8/27/2015,148.5,148.970001,145.660004,148.539993,4976600,143.043854
8/26/2015,144.089996,146.979996,142.139999,146.699997,6221800,141.27194
8/25/2015,146.940002,147.110001,140.619995,140.960007,7073200,135.744335
8/24/2015,143.470001,147.759995,143,143.470001,10189700,138.161457
8/21/2015,151.5,153.190002,148.699997,148.850006,7362100,143.342396
8/20/2015,152.740005,153.910004,152.5,152.660004,4011500,147.01142
8/19/2015,155.149994,155.669998,153.410004,153.940002,4206400,148.244057
8/18/2015,155.509995,156.520004,155.25,156.009995,2018300,150.237457
8/17/2015,155.199997,156.690002,154.699997,156.309998,2249600,150.52636
8/14/2015,155,156.210007,154.580002,155.75,3226400,149.987083
8/13/2015,156.059998,156.089996,154.320007,155.070007,2533400,149.332251
8/12/2015,154.259995,156.520004,153.949997,156.160004,3560300,150.381916
8/11/2015,155.960007,155.990005,154.860001,155.509995,3167100,149.755958
8/10/2015,156.770004,157.470001,156.119995,156.75,4613400,150.950082
8/7/2015,155.889999,156.25,154.339996,155.119995,3794900,149.380389
8/6/2015,157.130005,157.539993,156.179993,156.320007,3004800,150.535999
8/5/2015,159.100006,159.539993,157.479996,157.899994,3472800,150.805625
8/4/2015,158.399994,158.820007,156.869995,157.600006,5260600,150.519116
8/3/2015,161.699997,161.850006,157.899994,158.710007,4615700,151.579245
7/31/2015,161.399994,162.059998,160.630005,161.990005,3580200,154.711875
7/30/2015,160.5,161.399994,159.75,160.960007,1994700,153.728153
7/29/2015,160,161.5,159.389999,161.089996,3378400,153.852303
7/28/2015,159.910004,160.190002,158.5,160.050003,2721000,152.859036
7/27/2015,159,160.179993,158.600006,159.070007,3706200,151.923071
7/24/2015,161.289993,161.929993,159.410004,159.75,3778200,152.572512
7/23/2015,160.270004,162.75,159.830002,161.729996,5034200,154.463547
7/22/2015,162.729996,163.070007,159.699997,160.350006,7181800,153.14556
7/21/2015,164.339996,166.350006,162.020004,163.070007,13752300,155.743353
7/20/2015,172.789993,173.779999,172.139999,173.220001,7377800,165.437312
7/17/2015,170.330002,172.520004,170.100006,172.509995,4356400,164.759206
7/16/2015,169.470001,171.089996,169.160004,171,3529900,163.317055
7/15/2015,168.479996,169.270004,168,168.529999,1998000,160.958029
7/14/2015,169.429993,169.539993,168.240005,168.610001,3025300,161.034437
7/13/2015,167.929993,169.889999,167.520004,169.380005,4229000,161.769845
7/10/2015,165.660004,167.399994,165.520004,166.949997,4538300,159.449016
7/9/2015,165.339996,165.509995,163.699997,163.850006,4199700,156.488307
7/8/2015,164,164.940002,162.679993,163.160004,2776300,155.829306
7/7/2015,164.940002,165.350006,162.229996,165,3549900,157.586632
7/6/2015,163.830002,165.229996,163.520004,164.729996,3079800,157.328759
7/2/2015,165.050003,165.320007,164.419998,165.089996,2852700,157.672585
7/1/2015,163.970001,165.610001,163.600006,164.490005,3214500,157.099551
6/30/2015,163.990005,164,162.119995,162.660004,3597300,155.35177
6/29/2015,163.919998,165.350006,162.889999,162.970001,3314700,155.64784
6/26/2015,166.229996,166.809998,165.229996,165.460007,8946000,158.025971
6/25/2015,167.800003,168.130005,166.080002,166.080002,2408900,158.61811
6/24/2015,168.710007,168.839996,166.830002,166.970001,3548100,159.468122
6/23/2015,168.380005,169.970001,167.570007,168.619995,3701600,161.043982
6/22/2015,167.649994,168.339996,167.199997,167.729996,2335800,160.19397
6/19/2015,167.619995,168.419998,166.770004,166.990005,7074000,159.487227
6/18/2015,167.050003,168.720001,167.050003,168.25,3330900,160.690611
6/17/2015,167,167.850006,166.100006,167.169998,2863000,159.659133
6/16/2015,166.330002,167.399994,165.910004,166.839996,3249800,159.343958
6/15/2015,166.990005,166.990005,164.25,166.259995,4245700,158.790015
6/12/2015,168.229996,168.300003,166.690002,166.990005,3065100,159.487227
6/11/2015,169.259995,170.440002,168.539993,168.779999,3464000,161.196797
6/10/2015,166.490005,169.389999,166.059998,168.919998,4680500,161.330506
6/9/2015,165.339996,166.020004,163.369995,165.679993,3395900,158.236073
6/8/2015,167.169998,167.279999,165.020004,165.339996,3758700,157.911352
6/5/2015,168.25,168.910004,167.199997,167.399994,3100500,159.878795
6/4/2015,169.529999,170.600006,167.929993,168.380005,3079300,160.814775
6/3/2015,170.5,171.559998,169.630005,169.919998,2131000,162.285577
6/2/2015,169.660004,170.449997,168.429993,169.649994,2571400,162.027704
6/1/2015,170.210007,171.039993,169.029999,170.179993,2985500,162.53389
5/29/2015,171.350006,171.350006,169.649994,169.649994,4092000,162.027704
5/28/2015,171.449997,171.839996,170.660004,171.710007,1731400,163.995161
5/27/2015,171.160004,172.479996,170.490005,172,2764400,164.272125
5/26/2015,172.110001,172.119995,169.130005,170.130005,3854200,162.486148
5/22/2015,173.039993,173.389999,172.190002,172.220001,2849700,164.482242
5/21/2015,173.320007,174.139999,173.039993,173.339996,2295600,165.551916
5/20/2015,173.330002,174.440002,172.460007,173.759995,2300300,165.953044
5/19/2015,172.970001,173.75,171.929993,173.479996,2523000,165.685625
5/18/2015,173.440002,173.490005,172.300003,173.059998,1970600,165.284498
5/15/2015,173.910004,174.410004,172.600006,173.259995,2916600,165.475509
5/14/2015,173.5,174.399994,173.220001,174.050003,2439100,166.230023
5/13/2015,171.240005,172.740005,170.75,172.279999,2457500,164.539544
5/12/2015,170.550003,171.490005,168.839996,170.550003,2962400,162.887276
5/11/2015,172.649994,172.990005,170.860001,171.119995,2661000,163.431659
5/8/2015,172.940002,173.330002,172.240005,172.679993,3092600,164.921566
5/7/2015,169.630005,171.979996,169.039993,170.990005,2472000,163.307509
5/6/2015,172.899994,174.050003,168.860001,170.050003,3612600,162.409741
5/5/2015,173.509995,174.229996,171.960007,173.080002,3593600,164.062017
5/4/2015,174.470001,176.300003,173.699997,173.970001,4028000,164.905645
5/1/2015,173.199997,174,172.419998,173.669998,3312100,164.621273
4/30/2015,173.770004,174.279999,170.300003,171.289993,5062900,162.365274
4/29/2015,173.399994,175.130005,172.800003,174.399994,4518400,165.313234
4/28/2015,170.830002,174.690002,170.020004,173.919998,5816700,164.858247
4/27/2015,170.889999,171.490005,170.300003,170.729996,3168600,161.834454
4/24/2015,170.229996,170.850006,168.740005,169.779999,3888400,160.933954
4/23/2015,165.229996,171.910004,165.139999,170.240005,8235600,161.369993
4/22/2015,164.389999,166,162.889999,165.360001,4024800,156.744251
4/21/2015,166.070007,167.380005,164.050003,164.259995,9683600,155.701559
4/20/2015,162.100006,166.639999,161.899994,166.160004,9609200,157.502572
4/17/2015,161.75,161.860001,160.029999,160.669998,4314400,152.298612
4/16/2015,163.309998,163.979996,162.539993,163.130005,3136900,154.630445
4/15/2015,162.630005,164.960007,162.5,164.130005,3498800,155.578342
4/14/2015,162.419998,162.740005,160.789993,162.300003,2719300,153.843689
4/13/2015,162.369995,164,162.360001,162.380005,3868900,153.919522
4/10/2015,162.339996,163.330002,161.25,162.860001,2515700,154.374509
4/9/2015,161.699997,162.470001,160.720001,162.339996,2263500,153.881598
4/8/2015,161.720001,163.550003,161.009995,161.850006,2524300,153.417138
4/7/2015,161.669998,163.839996,161.619995,162.070007,3148000,153.625676
4/6/2015,159.690002,162.800003,158.699997,162.039993,3465700,153.597226
4/2/2015,159.520004,162.539993,158.889999,160.449997,4671600,152.090073
4/1/2015,160.229996,160.619995,158.389999,159.179993,3700800,150.88624
3/31/2015,161.080002,162.330002,160.399994,160.5,4255400,152.137471
3/30/2015,161.309998,163.600006,161.25,162.669998,4138000,154.194406
3/27/2015,160.789993,160.899994,159.229996,160.399994,3477900,152.042676
3/26/2015,159.270004,161.25,158.910004,160.589996,4396000,152.222778
3/25/2015,163.080002,163.080002,159.199997,159.199997,5428900,150.905202
3/24/2015,164.789993,164.889999,162.899994,163,4346100,154.507214
3/23/2015,162.770004,165.350006,162.729996,164.630005,5930100,156.052291
3/20/2015,160.949997,163,160.350006,162.880005,9006400,154.393471
3/19/2015,159.699997,160.919998,158.809998,159.809998,3878600,151.48342
3/18/2015,156.850006,160.699997,155.800003,159.809998,5738800,151.48342
3/17/2015,156.199997,157.289993,155.369995,156.960007,3311700,148.781922
3/16/2015,155.050003,157.089996,154.800003,157.080002,3749600,148.895665
